ANO,RODADA,MITO_TIME_ID,MITO_NOME_TIME,MITO_PONTOS,MITO_PONTOS_CAMPEONATO,ATLETA_ID,APELIDO,NOME,POSICAO_ID,CLUBE_ID,PRECO,PONTOS_ATLETA,SCOUTS,CAPITAO,RESERVA,TECNICO,ESQUEMA_ID,PATRIMONIO,VALOR_TIME,FONTE,CAPTURADO_EM,RAW_JSON_ATLETA
2026,13,14013757,Tigres LHP,164.91015625,1015.28125,102928,Canobbio,Agustín Canobbio Graviz,5,266,11.72,10.4,"{""DS"":4,""FD"":3,""FF"":1}",NAO,NAO,NAO,3,153.12,0,https://api.cartolafc.globo.com/time/id/14013757/13,2026-08-30T13:01:43Z,"{""scout"":{""DS"":4,""FD"":3,""FF"":1},""jogos_num"":9,""atleta_id"":102928,""rodada_id"":13,""clube_id"":266,""posicao_id"":5,""status_id"":7,""pontos_num"":10.4,""media_num"":7.8,""variacao_num"":1.08,""preco_num"":11.72,""entrou_em_campo"":true,""slug"":"""",""apelido"":""Canobbio"",""apelido_abreviado"":""Canobbio"",""nome"":""Agustín Canobbio Graviz"",""foto"":""https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png"",""craque"":0}"
2026,13,14013757,Tigres LHP,164.91015625,1015.28125,107231,Danilo,Danilo dos Santos de Oliveira,4,263,17.71,19.9,"{""DS"":6,""FD"":2,""FS"":1,""G"":1}",NAO,NAO,NAO,3,153.12,0,https://api.cartolafc.globo.com/time/id/14013757/13,2026-08-30T13:01:43Z,"{""scout"":{""DS"":6,""FD"":2,""FS"":1,""G"":1},""jogos_num"":10,""atleta_id"":107231,""rodada_id"":13,""clube_id"":263,""posicao_id"":4,""status_id"":7,""pontos_num"":19.9,""media_num"":10.16,""variacao_num"":1.88,""preco_num"":17.71,""entrou_em_campo"":true,""slug"":"""",""apelido"":""Danilo"",""apelido_abreviado"":""Danilo"",""nome"":""Danilo dos Santos de Oliveira"",""foto"":""https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png"",""craque"":0}"
2026,13,14013757,Tigres LHP,164.91015625,1015.28125,69208,Gabriel Paulista,Gabriel Armando de Abreu,3,264,10.7,8,"{""DS"":2,""SG"":1}",NAO,NAO,NAO,3,153.12,0,https://api.cartolafc.globo.com/time/id/14013757/13,2026-08-30T13:01:43Z,"{""scout"":{""DS"":2,""SG"":1},""jogos_num"":9,""atleta_id"":69208,""rodada_id"":13,""clube_id"":264,""posicao_id"":3,""status_id"":7,""pontos_num"":8,""media_num"":5.77,""variacao_num"":0.27,""preco_num"":10.7,""entrou_em_campo"":true,""slug"":"""",""apelido"":""Gabriel Paulista"",""apelido_abreviado"":""G. Paulista"",""nome"":""Gabriel Armando de Abreu"",""foto"":""https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png"",""craque"":0}"
2026,13,14013757,Tigres LHP,164.91015625,1015.28125,121823,Kauê,Kauê Vinicius de Souza Camargo,1,264,6.41,13.6,"{""CA"":1,""DE"":7,""FS"":1,""SG"":1}",NAO,NAO,NAO,3,153.12,0,https://api.cartolafc.globo.com/time/id/14013757/13,2026-08-30T13:01:43Z,"{""scout"":{""CA"":1,""DE"":7,""FS"":1,""SG"":1},""jogos_num"":2,""atleta_id"":121823,""rodada_id"":13,""clube_id"":264,""posicao_id"":1,""status_id"":6,""pontos_num"":13.6,""media_num"":9.2,""variacao_num"":3.64,""preco_num"":6.41,""entrou_em_campo"":true,""slug"":"""",""apelido"":""Kauê"",""apelido_abreviado"":""Kauê"",""nome"":""Kauê Vinicius de Souza Camargo"",""foto"":""https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png"",""craque"":0}"
2026,13,14013757,Tigres LHP,164.91015625,1015.28125,107093,Luciano Juba,Luciano Batista da Silva Júnior,2,265,11.9,10.5,"{""DS"":1,""FS"":2,""G"":1}",NAO,NAO,NAO,3,153.12,0,https://api.cartolafc.globo.com/time/id/14013757/13,2026-08-30T13:01:43Z,"{""scout"":{""DS"":1,""FS"":2,""G"":1},""jogos_num"":12,""atleta_id"":107093,""rodada_id"":13,""clube_id"":265,""posicao_id"":2,""status_id"":7,""pontos_num"":10.5,""media_num"":7.44,""variacao_num"":1.11,""preco_num"":11.9,""entrou_em_campo"":true,""slug"":"""",""apelido"":""Luciano Juba"",""apelido_abreviado"":""L. Juba"",""nome"":""Luciano Batista da Silva Júnior"",""foto"":""https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png"",""craque"":0}"
2026,13,14013757,Tigres LHP,164.91015625,1015.28125,105531,Matheus Bidu,Matheus Lima Beltrão Oliveira Valin,2,264,14.92,17.8,"{""DS"":2,""FF"":1,""FS"":2,""G"":1,""SG"":1}",NAO,NAO,NAO,3,153.12,0,https://api.cartolafc.globo.com/time/id/14013757/13,2026-08-30T13:01:43Z,"{""scout"":{""DS"":2,""FF"":1,""FS"":2,""G"":1,""SG"":1},""jogos_num"":9,""atleta_id"":105531,""rodada_id"":13,""clube_id"":264,""posicao_id"":2,""status_id"":7,""pontos_num"":17.8,""media_num"":9.26,""variacao_num"":1.46,""preco_num"":14.92,""entrou_em_campo"":true,""slug"":"""",""apelido"":""Matheus Bidu"",""apelido_abreviado"":""M. Bidu"",""nome"":""Matheus Lima Beltrão Oliveira Valin"",""foto"":""https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png"",""craque"":0}"
2026,13,14013757,Tigres LHP,164.91015625,1015.28125,78248,Gustavo Henrique,Gustavo Henrique Vernes,3,264,9.28,6.1,"{""CA"":1,""FC"":1,""FD"":2,""SG"":1}",NAO,NAO,NAO,3,153.12,0,https://api.cartolafc.globo.com/time/id/14013757/13,2026-08-30T13:01:43Z,"{""scout"":{""CA"":1,""FC"":1,""FD"":2,""SG"":1},""jogos_num"":10,""atleta_id"":78248,""rodada_id"":13,""clube_id"":264,""posicao_id"":3,""status_id"":3,""pontos_num"":6.1,""media_num"":3.95,""variacao_num"":0.21,""preco_num"":9.28,""entrou_em_campo"":true,""slug"":"""",""apelido"":""Gustavo Henrique"",""apelido_abreviado"":""G. Henrique"",""nome"":""Gustavo Henrique Vernes"",""foto"":""https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png"",""craque"":0}"
2026,13,14013757,Tigres LHP,164.91015625,1015.28125,143193,Viveros,Kevin Stiven Viveros Rodallega,5,293,13.97,21.1,"{""DS"":1,""FC"":1,""FD"":2,""FS"":1,""G"":2,""PS"":1}",SIM,NAO,NAO,3,153.12,0,https://api.cartolafc.globo.com/time/id/14013757/13,2026-08-30T13:01:43Z,"{""scout"":{""DS"":1,""FC"":1,""FD"":2,""FS"":1,""G"":2,""PS"":1},""jogos_num"":11,""atleta_id"":143193,""rodada_id"":13,""clube_id"":293,""posicao_id"":5,""status_id"":7,""pontos_num"":21.1,""media_num"":7.92,""variacao_num"":3.14,""preco_num"":13.97,""entrou_em_campo"":true,""slug"":"""",""apelido"":""Viveros"",""apelido_abreviado"":""Viveros"",""nome"":""Kevin Stiven Viveros Rodallega"",""foto"":""https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png"",""craque"":0}"
2026,13,14013757,Tigres LHP,164.91015625,1015.28125,98672,Savarino,Jefferson David Savarino Quintero,4,266,11.21,13.1,"{""FD"":1,""FF"":3,""FS"":3,""G"":1}",NAO,NAO,NAO,3,153.12,0,https://api.cartolafc.globo.com/time/id/14013757/13,2026-08-30T13:01:43Z,"{""scout"":{""FD"":1,""FF"":3,""FS"":3,""G"":1},""jogos_num"":11,""atleta_id"":98672,""rodada_id"":13,""clube_id"":266,""posicao_id"":4,""status_id"":6,""pontos_num"":13.1,""media_num"":6.08,""variacao_num"":0.92,""preco_num"":11.21,""entrou_em_campo"":true,""slug"":"""",""apelido"":""Savarino"",""apelido_abreviado"":""Savarino"",""nome"":""Jefferson David Savarino Quintero"",""foto"":""https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png"",""craque"":0}"
2026,13,14013757,Tigres LHP,164.91015625,1015.28125,94583,Pedro,Pedro Guilherme Abreu dos Santos,5,262,18.25,15.6,"{""FC"":1,""G"":2,""I"":1}",NAO,NAO,NAO,3,153.12,0,https://api.cartolafc.globo.com/time/id/14013757/13,2026-08-30T13:01:43Z,"{""scout"":{""FC"":1,""G"":2,""I"":1},""jogos_num"":11,""atleta_id"":94583,""rodada_id"":13,""clube_id"":262,""posicao_id"":5,""status_id"":7,""pontos_num"":15.6,""media_num"":8.87,""variacao_num"":1.27,""preco_num"":18.25,""entrou_em_campo"":true,""slug"":"""",""apelido"":""Pedro"",""apelido_abreviado"":""Pedro"",""nome"":""Pedro Guilherme Abreu dos Santos"",""foto"":""https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png"",""craque"":0}"
