ANO,RODADA,MITO_TIME_ID,MITO_NOME_TIME,MITO_PONTOS,MITO_PONTOS_CAMPEONATO,ATLETA_ID,APELIDO,NOME,POSICAO_ID,CLUBE_ID,PRECO,PONTOS_ATLETA,SCOUTS,CAPITAO,RESERVA,TECNICO,ESQUEMA_ID,PATRIMONIO,VALOR_TIME,FONTE,CAPTURADO_EM,RAW_JSON_ATLETA
2026,21,14650635,CD GRRM,128.23046875,1656.4375,102130,Piquerez,Joaquín Piquerez Moreira,2,275,12.48,13.7,"{""A"":1,""DS"":2,""FF"":1,""I"":1,""SG"":1}",NAO,NAO,NAO,3,155.05,0,https://api.cartolafc.globo.com/time/id/14650635/21,2026-08-30T13:04:13Z,
2026,21,14650635,CD GRRM,128.23046875,1656.4375,105647,Maurício,Maurício Magalhães Prado,4,275,7.76,8.4,"{""CA"":1,""FC"":2,""FD"":1,""FF"":1,""G"":1}",NAO,NAO,NAO,3,155.05,0,https://api.cartolafc.globo.com/time/id/14650635/21,2026-08-30T13:04:13Z,
2026,21,14650635,CD GRRM,128.23046875,1656.4375,96610,Matheus Pereira,Matheus Fellipe Costa Pereira,4,283,15.66,15.2,"{""DS"":2,""FC"":1,""FD"":1,""FF"":1,""FS"":5,""G"":1}",NAO,NAO,NAO,3,155.05,0,https://api.cartolafc.globo.com/time/id/14650635/21,2026-08-30T13:04:13Z,
2026,21,14650635,CD GRRM,128.23046875,1656.4375,71684,Gustavo Gómez,Gustavo Raúl Gómez Portillo,3,275,10.56,6.5,"{""DS"":1,""SG"":1}",NAO,NAO,NAO,3,155.05,0,https://api.cartolafc.globo.com/time/id/14650635/21,2026-08-30T13:04:13Z,
2026,21,14650635,CD GRRM,128.23046875,1656.4375,91101,Ronaldo,Ronaldo de Oliveira Strada,1,265,9.57,16.7,"{""DE"":9,""SG"":1}",NAO,NAO,NAO,3,155.05,0,https://api.cartolafc.globo.com/time/id/14650635/21,2026-08-30T13:04:13Z,
2026,21,14650635,CD GRRM,128.23046875,1656.4375,100652,Yuri Alberto,Yuri Alberto Monteiro da Silva,5,264,10.58,3.5,"{""DS"":1,""FC"":1,""FD"":2,""I"":1}",NAO,NAO,NAO,3,155.05,0,https://api.cartolafc.globo.com/time/id/14650635/21,2026-08-30T13:04:13Z,
2026,21,14650635,CD GRRM,128.23046875,1656.4375,97460,João Victor,João Victor Carroll Santana - Caroll,3,2305,6.15,12.5,"{""DS"":3,""G"":1}",NAO,NAO,NAO,3,155.05,0,https://api.cartolafc.globo.com/time/id/14650635/21,2026-08-30T13:04:13Z,
2026,21,14650635,CD GRRM,128.23046875,1656.4375,110506,Abel Ferreira,Abel Fernando Moreira Ferreira,6,275,12.52,9.38,"{""V"":1}",NAO,NAO,SIM,3,155.05,0,https://api.cartolafc.globo.com/time/id/14650635/21,2026-08-30T13:04:13Z,
2026,21,14650635,CD GRRM,128.23046875,1656.4375,113103,Flaco López,José Manuel Alberto López,5,275,13.4,2.2,"{""DS"":1,""FC"":1,""FS"":2}",NAO,NAO,NAO,3,155.05,0,https://api.cartolafc.globo.com/time/id/14650635/21,2026-08-30T13:04:13Z,
2026,21,14650635,CD GRRM,128.23046875,1656.4375,99815,Arias,Jhon Adolfo Arias Andrade,4,275,16.5,17.7,"{""A"":1,""DS"":1,""FC"":1,""FD"":1,""FF"":1,""FS"":3,""G"":1}",SIM,NAO,NAO,3,155.05,0,https://api.cartolafc.globo.com/time/id/14650635/21,2026-08-30T13:04:13Z,
2026,21,14650635,CD GRRM,128.23046875,1656.4375,94583,Pedro,Pedro Guilherme Abreu dos Santos,5,262,16.04,1.9,"{""FC"":1,""FD"":1,""FS"":2}",NAO,NAO,NAO,3,155.05,0,https://api.cartolafc.globo.com/time/id/14650635/21,2026-08-30T13:04:13Z,
2026,21,14650635,CD GRRM,128.23046875,1656.4375,101727,Matheuzinho,Matheus França Silva,2,264,11.37,11.7,"{""CA"":1,""DS"":4,""FD"":1,""FS"":1,""SG"":1}",NAO,NAO,NAO,3,155.05,0,https://api.cartolafc.globo.com/time/id/14650635/21,2026-08-30T13:04:13Z,
2026,21,14650635,CD GRRM,128.23046875,1656.4375,106708,Igor Formiga,Igor Marques Paciência Cardoso,2,2305,7.84,3.2,"{""CA"":1,""DS"":3,""FC"":1}",NAO,SIM,NAO,3,155.05,0,https://api.cartolafc.globo.com/time/id/14650635/21,2026-08-30T13:04:13Z,
2026,21,14650635,CD GRRM,128.23046875,1656.4375,90302,Pedro Rocha,Pedro Rocha Neves,5,294,6.59,0.7,"{""FF"":1,""I"":1}",NAO,SIM,NAO,3,155.05,0,https://api.cartolafc.globo.com/time/id/14650635/21,2026-08-30T13:04:13Z,
2026,21,14650635,CD GRRM,128.23046875,1656.4375,117061,Gabriel Knesowitsch,Gabriel Knesowitsch,3,2305,2.44,-1.6,"{""CA"":1,""FC"":2}",NAO,SIM,NAO,3,155.05,0,https://api.cartolafc.globo.com/time/id/14650635/21,2026-08-30T13:04:13Z,
2026,21,14650635,CD GRRM,128.23046875,1656.4375,68708,Eduardo,Carlos Eduardo de Oliveira Alves,4,2305,5.5,0.5,"{""FC"":1,""FF"":1}",NAO,SIM,NAO,3,155.05,0,https://api.cartolafc.globo.com/time/id/14650635/21,2026-08-30T13:04:13Z,
2026,21,14650635,CD GRRM,128.23046875,1656.4375,111683,Anthoni,Anthoni Spier Souza,1,285,3.91,0,{},NAO,SIM,NAO,3,155.05,0,https://api.cartolafc.globo.com/time/id/14650635/21,2026-08-30T13:04:13Z,
