ANO,RODADA,MITO_TIME_ID,MITO_NOME_TIME,MITO_PONTOS,MITO_PONTOS_CAMPEONATO,ATLETA_ID,APELIDO,NOME,POSICAO_ID,CLUBE_ID,PRECO,PONTOS_ATLETA,SCOUTS,CAPITAO,RESERVA,TECNICO,ESQUEMA_ID,PATRIMONIO,VALOR_TIME,FONTE,CAPTURADO_EM,RAW_JSON_ATLETA
2026,9,361314,Oss Trapalhões,147.8798828125,701.55859375,84847,Luan Peres,Luan Peres Petroni,3,277,5.07,6.5,"{""DS"":1,""SG"":1}",NAO,NAO,NAO,3,139.04,0,https://api.cartolafc.globo.com/time/id/361314/9,2026-08-30T13:04:13Z,
2026,9,361314,Oss Trapalhões,147.8798828125,701.55859375,63007,Neymar,Neymar da Silva Santos Júnior,4,277,21.28,7.8,"{""A"":1,""CA"":1,""FC"":1,""FF"":1,""FS"":7,""I"":2}",NAO,NAO,NAO,3,139.04,0,https://api.cartolafc.globo.com/time/id/361314/9,2026-08-30T13:04:13Z,
2026,9,361314,Oss Trapalhões,147.8798828125,701.55859375,78117,Everaldo,Everaldo Stum,5,265,8.88,18.8,"{""CA"":1,""DS"":2,""FC"":4,""FS"":4,""G"":2}",SIM,NAO,NAO,3,139.04,0,https://api.cartolafc.globo.com/time/id/361314/9,2026-08-30T13:04:13Z,
2026,9,361314,Oss Trapalhões,147.8798828125,701.55859375,102975,Escobar,Gonzalo Daniel Escobar,2,277,11.77,18.4,"{""A"":1,""DS"":6,""FC"":2,""SG"":1}",NAO,NAO,NAO,3,139.04,0,https://api.cartolafc.globo.com/time/id/361314/9,2026-08-30T13:04:13Z,
2026,9,361314,Oss Trapalhões,147.8798828125,701.55859375,103445,Kaio Jorge,Kaio Jorge Pinto Ramos,5,283,13.32,8.8,"{""FF"":1,""G"":1}",NAO,NAO,NAO,3,139.04,0,https://api.cartolafc.globo.com/time/id/361314/9,2026-08-30T13:04:13Z,
2026,9,361314,Oss Trapalhões,147.8798828125,701.55859375,111690,Matheus Cunha,Matheus Cunha Queiroz,1,283,4.84,10,"{""A"":1,""SG"":1}",NAO,NAO,NAO,3,139.04,0,https://api.cartolafc.globo.com/time/id/361314/9,2026-08-30T13:04:13Z,
2026,9,361314,Oss Trapalhões,147.8798828125,701.55859375,123648,Lucas Ronier,Lucas Ronier Vieira Pires,5,294,11.83,12.3,"{""DS"":3,""FD"":1,""FF"":2,""FS"":4,""FT"":1}",NAO,NAO,NAO,3,139.04,0,https://api.cartolafc.globo.com/time/id/361314/9,2026-08-30T13:04:13Z,
2026,9,361314,Oss Trapalhões,147.8798828125,701.55859375,127273,Artur Jorge,Artur Jorge Torres Gomes Araújo Amorim,6,283,12.66,9.78,"{""V"":1}",NAO,NAO,SIM,3,139.04,0,https://api.cartolafc.globo.com/time/id/361314/9,2026-08-30T13:04:13Z,
2026,9,361314,Oss Trapalhões,147.8798828125,701.55859375,104502,Christian,Christian Roberto Alves Cardoso,4,283,9.73,14.9,"{""A"":1,""DS"":1,""FC"":2,""FS"":2,""G"":1}",NAO,NAO,NAO,3,139.04,0,https://api.cartolafc.globo.com/time/id/361314/9,2026-08-30T13:04:13Z,
2026,9,361314,Oss Trapalhões,147.8798828125,701.55859375,90768,Fabrício Bruno,Fabrício Bruno Soares de Faria,3,283,8.04,9.2,"{""DS"":2,""FD"":1,""SG"":1}",NAO,NAO,NAO,3,139.04,0,https://api.cartolafc.globo.com/time/id/361314/9,2026-08-30T13:04:13Z,
